10000
0,10,0,10,0,10
2.39646e+00,8.26941,2.56878,1.47900
4.11515e+00,6.03032,1.37487,5.15211
3.83840e+00,9.54472,1.76622,8.89484
9.88637e+00,5.58020,4.67468,9.11468
7.49502e+00,3.44614,0.86322,0.91810
2.57129e+00,5.85998,0.71715,6.70972
9.86915e+00,0.02871,9.78761,4.90610
3.39446e+00,9.09330,2.79340,4.24489
5.80870e+00,4.70141,5.38947,2.64254
8.46753e+00,1.02422,6.92530,3.37827
8.84946e+00,7.61169,5.92318,5.11536
5.81705e+00,0.17763,8.13857,7.61219
2.28775e+00,0.68394,7.71322,8.70087
4.29101e+00,7.81462,9.52682,2.15609
5.13332e+00,9.11373,9.37336,5.42361
4.25268e+00,6.67238,6.41723,8.45881
6.79272e+00,9.86899,2.83671,3.99484
9.06132e+00,0.96687,9.22606,5.06532
8.25159e-01,9.18736,3.06882,8.47566
6.58630e+00,9.18437,5.41420,4.63339
9.82579e+00,0.59215,0.16381,2.34849
2.85711e+00,9.85219,8.04692,4.08379
5.45146e+00,5.03658,6.11009,4.05805
4.41862e+00,7.34519,7.05989,6.87782
5.12476e+00,8.97956,1.01428,4.38048
8.42845e+00,5.87459,0.21717,1.83240
2.13980e+00,1.10250,0.74035,9.40010
6.17099e+00,3.93405,7.41176,4.88972
5.19440e+00,2.25281,4.81143,0.40648
2.63066e+00,3.43469,5.83603,3.01838
1.18054e+00,3.20263,4.02542,4.27077
6.66617e+00,6.74220,4.92928,3.31362
9.49050e+00,0.05880,1.34461,2.17200
1.04802e-01,6.46918,1.39510,7.77235
8.33902e+00,6.91620,0.68864,6.03200
6.12882e-01,8.63090,9.19163,6.50614
4.11099e+00,7.64126,3.52928,5.38800
1.38925e-01,1.65382,5.01590,7.17320
6.45660e+00,9.10666,9.47307,6.11688
3.60340e+00,8.56019,0.95167,9.29110
8.96568e+00,2.42198,6.97976,4.66076
9.98588e+00,1.75787,4.53068,7.45542
4.45852e+00,1.23481,6.18480,7.81815
9.25549e+00,7.43763,8.82119,9.83673
8.34418e+00,7.06153,6.07107,5.53322
3.11074e+00,0.70297,3.86700,9.44987
3.56727e+00,8.71811,5.81443,1.61019
2.65778e+00,0.76176,1.02586,3.38707
2.17137e+00,4.56347,4.26191,1.99130
4.98316e+00,5.34266,0.98458,2.36739
4.59701e+00,8.87773,1.38326,0.35684
1.31650e+00,8.19377,8.59464,7.16665
8.44641e+00,1.45104,4.73633,0.73049
3.93888e-01,2.38925,4.14823,3.55995
8.33402e+00,6.87172,9.02275,7.44144
7.04889e+00,3.90834,2.30736,3.05032
6.31252e+00,7.11983,0.51934,7.89635
2.72060e-01,9.58106,5.34188,7.87931
1.33889e+00,7.88867,8.54354,0.83104
1.29176e+00,3.02318,3.41143,4.00990
4.38093e+00,0.45832,3.61335,3.72012
9.36155e+00,9.84965,7.90609,0.38992
7.72187e+00,3.20416,1.30324,3.57561
2.70878e+00,0.51821,9.90530,4.82982
1.25885e+00,0.33259,7.13790,5.54377
9.64031e+00,4.09956,7.75735,6.43662
1.65648e+00,5.65763,9.64055,7.41399
6.75235e+00,9.46312,5.10985,7.30371
4.54450e+00,2.42187,9.89322,5.40649
2.27954e+00,7.24268,3.62048,5.38691
1.76882e-01,1.69499,1.56071,4.87101
3.87203e-01,5.37965,6.16233,7.96429
2.14948e+00,0.88216,6.03204,7.45694
8.69735e+00,8.13124,9.79817,9.04986
5.55929e+00,5.43450,7.58307,9.62725
4.23849e+00,5.22512,8.53282,8.43015
1.54857e-01,7.37575,1.90804,6.48056
4.97736e+00,5.97074,7.97448,9.41796
3.69119e+00,4.99606,7.28193,2.68135
6.93559e+00,1.04190,9.20856,2.76624
2.31350e+00,6.90167,9.88457,3.89871
4.61921e+00,5.15687,0.52497,9.15908
8.57621e+00,6.54760,6.42492,7.21249
6.84842e-01,0.03873,9.42458,7.26105
4.87262e+00,3.46088,7.29839,6.94660
7.59247e+00,0.92166,7.06944,9.53651
3.38843e-01,3.00540,2.66181,8.54574
3.57327e+00,4.25291,6.96003,4.63445
4.21911e+00,6.09684,9.74739,9.32580
4.70882e+00,8.02462,5.51040,4.01299
3.42108e+00,0.54755,7.68076,6.64313
8.52266e+00,5.05184,1.73329,2.16457
2.60545e-01,8.67106,8.71521,4.23877
7.91364e+00,4.32492,0.73746,1.01639
7.93002e+00,4.35306,6.60947,3.80728
1.95716e+00,7.91694,2.07175,2.02216
2.02967e+00,0.17011,0.58559,6.12414
1.71361e+00,5.01523,1.62183,6.68724
3.70429e+00,7.11034,7.80784,2.70764
6.16392e+00,8.04590,8.79867,9.62372
9.21014e+00,2.00700,9.23063,9.21702
8.33858e+00,4.68300,8.68153,4.18742
6.67544e+00,8.30395,8.30491,7.64280
2.50818e+00,8.63714,6.36074,1.88135
8.67615e+00,9.35818,7.72308,1.03635
8.62543e-01,5.87943,7.24694,3.07694
1.75451e+00,9.43959,7.97478,5.94816
2.03319e+00,9.30286,4.07632,0.21584
9.09271e+00,6.20730,8.66740,3.83942
8.10874e+00,9.16257,0.98127,8.12719
2.41051e+00,2.79214,6.47929,2.55334
9.00975e+00,5.28438,4.11045,9.79832
2.76494e+00,8.98105,8.57579,0.58694
5.95469e+00,5.03743,3.48562,0.68095
2.07248e+00,3.06189,3.61990,6.30207
9.29466e+00,2.97553,4.91473,4.30820
4.34645e+00,5.54868,1.48246,7.42579
4.26229e+00,0.13317,2.40299,4.25725
9.15773e+00,5.49459,8.99873,3.65309
4.44208e+00,5.01794,5.49151,0.13221
1.10503e+00,6.49210,0.59083,4.05826
8.73434e+00,6.65389,3.89781,1.67683
3.46345e+00,9.26513,5.60346,0.96652
4.12131e+00,0.67029,4.07417,6.07255
5.44582e+00,5.04072,0.55488,7.52776
7.87959e+00,8.16468,0.07800,0.59819
7.17636e-02,5.59937,0.02934,5.07870
5.70617e+00,4.07012,9.37996,8.72257
8.22805e+00,4.32839,6.71358,3.92959
6.29099e+00,2.88042,3.26775,6.56949
8.25218e+00,8.45090,8.71736,3.19531
7.69694e+00,9.07821,8.21607,6.11165
2.97410e+00,0.13104,7.48614,7.82625
2.84744e+00,9.23483,2.42061,2.33439
5.01814e-01,6.56196,7.18225,5.61766
8.31813e+00,9.28139,9.44000,7.30474
8.18236e+00,9.60883,9.19190,6.42501
8.69716e+00,4.67545,0.01680,7.06612
1.15216e+00,3.59044,3.90753,2.10592
1.16454e+00,1.67078,3.50513,4.79306
6.41223e+00,6.00942,4.09979,5.30132
1.40785e+00,3.83657,3.52824,9.19602
7.64500e+00,0.58668,4.42672,1.40105
6.77963e+00,2.44440,7.44232,4.55801
9.09821e+00,8.95705,8.44142,1.97464
7.51768e+00,9.77756,9.74734,3.72422
4.13006e+00,9.19517,9.97230,5.41774
7.65817e+00,7.08760,8.70234,3.20636
2.88306e+00,4.99743,0.77866,1.63029
1.02240e+00,0.05204,0.67816,5.47908
2.20942e-01,7.76340,5.16121,4.18913
8.26928e+00,1.60240,0.08426,7.55336
4.24672e+00,8.02669,3.09332,4.49505
7.13169e+00,0.75487,7.34599,6.28660
5.77966e+00,5.44565,6.86022,5.44885
8.32254e-01,5.17250,5.35703,7.24836
7.05981e+00,7.81870,6.65518,4.77341
3.05577e+00,3.39814,3.46329,2.64308
3.64155e+00,3.02499,2.09712,0.02857
5.76474e+00,6.00639,7.34228,5.24805
2.78831e+00,3.49244,2.33374,4.01014
4.63199e+00,3.78368,3.88452,7.83911
8.52636e+00,1.02533,2.48232,0.43610
6.76800e+00,9.51480,3.18733,7.15845
6.66274e+00,8.24609,2.84753,0.61002
6.42057e+00,4.74389,3.92351,6.73617
7.54762e+00,8.02613,2.12817,3.97651
1.31866e+00,6.70362,0.86706,8.11511
4.28692e+00,2.68637,8.78345,3.79317
3.38313e+00,8.39334,5.18901,0.18476
4.20162e+00,3.78025,6.13916,9.97895
2.00721e+00,5.46296,8.36899,8.86037
7.36874e-01,5.22609,4.32935,8.68910
6.13263e+00,0.06406,1.45404,3.30657
8.78723e+00,5.92568,2.22625,9.33571
7.90738e+00,3.52091,1.16303,4.42581
3.24904e-01,3.70829,2.84945,5.41097
2.79190e+00,1.14565,1.88909,7.99575
3.62901e+00,6.36596,1.72017,8.59444
8.41649e+00,4.19442,5.75110,2.96139
7.12115e+00,5.73338,5.87235,9.13125
9.74522e+00,7.16010,9.05827,6.35713
6.27969e-01,0.42982,8.57064,0.53704
9.54868e+00,7.67608,9.32662,2.25324
8.09254e+00,5.18123,9.77435,3.47644
8.88184e+00,9.56426,9.83794,8.63852
7.03372e+00,9.63594,4.93956,9.29181
1.61825e+00,1.82966,3.31482,0.09077
6.12533e+00,7.55473,4.93377,6.79552
4.78542e+00,0.30968,1.09939,9.20520
2.77337e+00,5.88470,5.92965,0.25074
4.13140e-01,0.40163,2.57409,1.41235
8.95512e+00,0.53203,2.17843,8.23971
3.86931e+00,4.72440,8.60177,9.03332
9.44776e+00,0.00554,1.16288,9.91651
9.62503e+00,5.62850,9.88015,1.34403
5.79956e+00,1.04266,7.73892,2.11982
7.89906e+00,3.31280,0.23969,2.58063
9.59646e+00,8.83680,0.28502,7.39626
7.60093e+00,1.43237,1.27895,9.26716
2.59036e-01,3.09934,2.13572,1.37466
3.75924e-01,0.68948,2.37210,0.78366
5.04752e+00,8.53461,5.67564,0.56833
1.10472e+00,5.75175,0.75280,7.92467
4.52603e+00,2.36273,4.14050,3.07263
9.05790e+00,0.46376,7.10568,9.53726
7.94828e+00,4.67856,7.57798,2.58978
2.91112e+00,0.80245,1.30654,3.27376
9.34497e+00,0.43885,1.09943,6.81378
3.39076e+00,7.53861,1.27470,8.03988
4.24577e+00,4.31163,2.67051,4.78799
9.43545e+00,8.15024,6.59351,8.71471
2.35025e+00,0.96124,9.77920,4.16207
3.50451e+00,9.89801,7.21696,8.22079
4.38509e+00,2.44598,5.45122,8.91934
5.09963e+00,1.90177,5.04246,4.02155
2.92805e+00,5.68993,5.53670,5.06065
